dataset,model,library,approximator,device,seed,n_features,runtime_s,relative_additivity_gap,mean_sample_rho,relative_mae,sign_agreement,method
gisette,cnn_1d,captum,gradient_shap,cpu,8,100,0.2322,0.0222671700756755,0.9876147614761475,0.06148729794303067,0.995,captum / gradient_shap
gisette,cnn_1d,captum,deep_lift_shap,cpu,8,100,0.2034,0.0115934014049201,0.9934317431743173,0.045349335504563,0.997,captum / deep_lift_shap
ames_housing,mlp,captum,gradient_shap,cpu,8,79,0.0647,0.0575949851650581,0.9850423135464232,0.08824004501224704,0.9616438356164384,captum / gradient_shap
ames_housing,mlp,captum,deep_lift_shap,cpu,8,79,0.0175,9.252506694202477e-08,0.992019482496195,0.07378185565796931,0.9780821917808219,captum / deep_lift_shap
ames_housing,transformer,captum,gradient_shap,cpu,8,79,10.8529,0.0740684034826634,0.7404030441400306,0.8656560903079003,0.7945205479452054,captum / gradient_shap
ames_housing,transformer,captum,deep_lift_shap,cpu,8,79,4.036,0.958071519539048,0.9498228310502285,0.30600316451006987,0.9123287671232877,captum / deep_lift_shap
ames_housing,cnn_1d,captum,gradient_shap,cpu,8,79,0.181,0.0863983398209862,0.9949905631659057,0.07206725330996068,0.9835616438356164,captum / gradient_shap
ames_housing,cnn_1d,captum,deep_lift_shap,cpu,8,79,0.1448,9.96890884745964e-07,0.9964882800608829,0.05333244725424233,0.9849315068493151,captum / deep_lift_shap
bike,mlp,captum,gradient_shap,cpu,8,12,0.0621,0.0587350089590004,0.9895104895104897,0.0712029802586616,0.9636363636363636,captum / gradient_shap
bike,mlp,captum,deep_lift_shap,cpu,8,12,0.0171,1.01097417522073e-07,0.9916083916083916,0.06855538797375597,0.9818181818181818,captum / deep_lift_shap
bike,transformer,captum,gradient_shap,cpu,8,12,1.646,0.16195638340592,0.855944055944056,0.21503981976718448,0.7909090909090909,captum / gradient_shap
bike,transformer,captum,deep_lift_shap,cpu,8,12,0.613,1.5345588101610763,0.5720279720279721,1.1280441239418015,0.7272727272727273,captum / deep_lift_shap
bike,cnn_1d,captum,gradient_shap,cpu,8,12,0.0778,0.0429632900639773,0.9853146853146855,0.058965671074137506,0.990909090909091,captum / gradient_shap
bike,cnn_1d,captum,deep_lift_shap,cpu,8,12,0.031,7.032279564735452e-08,0.9888111888111888,0.04544576226928417,0.9818181818181818,captum / deep_lift_shap
diabetes_130,mlp,captum,gradient_shap,cpu,8,47,0.059,0.05683989522399,0.9569926765887079,0.11937070672220583,0.9323529411764706,captum / gradient_shap
diabetes_130,mlp,captum,deep_lift_shap,cpu,8,47,0.0174,0.6939955217586136,0.9380463028584929,0.3924024838396171,0.9058823529411765,captum / deep_lift_shap
diabetes_130,transformer,captum,gradient_shap,cpu,8,47,6.396,0.0434731340966334,0.7854122371840303,0.9314712654894696,0.8264705882352941,captum / gradient_shap
diabetes_130,transformer,captum,deep_lift_shap,cpu,8,47,2.3249,0.6082774395990833,0.9466217812426174,0.8286517162805327,0.9441176470588235,captum / deep_lift_shap
diabetes_130,cnn_1d,captum,gradient_shap,cpu,8,47,0.1391,0.0862664241425142,0.9652137963619183,0.12323732900560601,0.9882352941176471,captum / gradient_shap
diabetes_130,cnn_1d,captum,deep_lift_shap,cpu,8,47,0.0891,0.2230035673677814,0.967434443656981,0.22100806161125144,0.9823529411764705,captum / deep_lift_shap
covertype,mlp,captum,gradient_shap,cpu,8,54,0.0569,0.0488740924365506,0.9662013088290842,0.1378909757897846,0.9525065963060686,captum / gradient_shap
covertype,mlp,captum,deep_lift_shap,cpu,8,54,0.0169,0.309977295315989,0.9144042261788299,0.3750475811040897,0.9105263157894737,captum / deep_lift_shap
covertype,transformer,captum,gradient_shap,cpu,8,54,7.4177,0.0503138362292537,0.5373606782721895,1.3261101299899611,0.7361477572559367,captum / gradient_shap
covertype,transformer,captum,deep_lift_shap,cpu,8,54,2.6383,0.7846935040052747,0.8066053609861082,0.8199899871641309,0.8657894736842106,captum / deep_lift_shap
covertype,cnn_1d,captum,gradient_shap,cpu,8,54,0.1484,0.1891521607933232,0.9284637506332837,0.18248444536167097,0.9761904761904762,captum / gradient_shap
covertype,cnn_1d,captum,deep_lift_shap,cpu,8,54,0.1009,0.3227488205582995,0.9604102473870999,0.15400361216072908,0.9947089947089947,captum / deep_lift_shap
gisette,mlp,captum,gradient_shap,cpu,9,100,0.0615,0.0392077800439591,0.9959627962796279,0.10549580310454995,0.98,captum / gradient_shap
gisette,mlp,captum,deep_lift_shap,cpu,9,100,0.018,0.8214480018465392,0.984928892889289,0.8045208240819375,0.955,captum / deep_lift_shap
gisette,transformer,captum,gradient_shap,cpu,9,100,13.5894,0.1141315296103624,0.20398679867986796,1.8523254498276187,0.604,captum / gradient_shap
gisette,transformer,captum,deep_lift_shap,cpu,9,100,5.3518,0.9728246218492438,0.20398679867986796,1.8523254498276187,0.604,captum / deep_lift_shap
gisette,cnn_1d,captum,gradient_shap,cpu,9,100,0.2316,0.0588711813556178,0.9904146414641464,0.1134856794730118,0.969,captum / gradient_shap
gisette,cnn_1d,captum,deep_lift_shap,cpu,9,100,0.1935,0.0016766383865469,0.9947314731473147,0.07806132672617908,0.983,captum / deep_lift_shap
ames_housing,mlp,captum,gradient_shap,cpu,9,79,0.0617,0.0507912799601376,0.9856930717172208,0.10689296377026858,0.9605263157894737,captum / gradient_shap
ames_housing,mlp,captum,deep_lift_shap,cpu,9,79,0.0179,1.201513219390871e-07,0.9898729246798773,0.08847301201847961,0.9671052631578947,captum / deep_lift_shap
ames_housing,transformer,captum,gradient_shap,cpu,9,79,10.8018,0.0694162358776247,0.7765494912118408,0.7141073731159123,0.7763157894736842,captum / gradient_shap
ames_housing,transformer,captum,deep_lift_shap,cpu,9,79,4.0644,0.475545129870102,0.9645406300209357,0.20129148882313086,0.9289473684210526,captum / deep_lift_shap
ames_housing,cnn_1d,captum,gradient_shap,cpu,9,79,0.1852,0.0258887142851835,0.9938580036804204,0.07278584039340358,0.9920948616600791,captum / gradient_shap
ames_housing,cnn_1d,captum,deep_lift_shap,cpu,9,79,0.1532,3.377247684981144e-07,0.9960647876537962,0.05310658737060171,0.994729907773386,captum / deep_lift_shap
bike,mlp,captum,gradient_shap,cpu,9,12,0.0604,0.0347593777145354,0.9895104895104895,0.08072259604348327,0.9666666666666667,captum / gradient_shap
bike,mlp,captum,deep_lift_shap,cpu,9,12,0.0179,9.851167817771521e-08,0.995804195804196,0.06926846001838671,0.975,captum / deep_lift_shap
bike,transformer,captum,gradient_shap,cpu,9,12,1.6263,0.0775406967870771,0.9615384615384617,0.23031807842495777,0.8666666666666667,captum / gradient_shap
bike,transformer,captum,deep_lift_shap,cpu,9,12,0.5975,1.0790284123875904,0.6496503496503496,0.9314457031182307,0.6833333333333333,captum / deep_lift_shap
bike,cnn_1d,captum,gradient_shap,cpu,9,12,0.0864,0.0256285292480596,0.990909090909091,0.06190268001006164,1.0,captum / gradient_shap
bike,cnn_1d,captum,deep_lift_shap,cpu,9,12,0.03,1.577132982343755e-07,0.9965034965034967,0.04535929217321693,1.0,captum / deep_lift_shap
diabetes_130,mlp,captum,gradient_shap,cpu,9,47,0.0633,0.115898683075653,0.9805949765453359,0.1303406928265057,0.9818181818181818,captum / gradient_shap
diabetes_130,mlp,captum,deep_lift_shap,cpu,9,47,0.0174,0.6005062492348867,0.9759515468202602,0.33622139627250397,0.9818181818181818,captum / deep_lift_shap
diabetes_130,transformer,captum,gradient_shap,cpu,9,47,6.3501,0.0672989159862078,0.8248797577341014,0.7404301885509048,0.8727272727272727,captum / gradient_shap
diabetes_130,transformer,captum,deep_lift_shap,cpu,9,47,2.3321,0.4137746710967541,0.9169289234606023,0.8409779581064657,0.9151515151515152,captum / deep_lift_shap
diabetes_130,cnn_1d,captum,gradient_shap,cpu,9,47,0.1289,0.0777277004117639,0.9717237693723652,0.12988215443987433,0.9818181818181818,captum / gradient_shap
diabetes_130,cnn_1d,captum,deep_lift_shap,cpu,9,47,0.0858,0.2256417350241548,0.9777922926192032,0.17012594275195872,0.9787878787878788,captum / deep_lift_shap
covertype,mlp,captum,gradient_shap,cpu,9,54,0.0597,0.0466666713480025,0.9697323260518906,0.11052659206473883,0.9646017699115044,captum / gradient_shap
covertype,mlp,captum,deep_lift_shap,cpu,9,54,0.0159,0.4465310364938715,0.8628628789399718,0.5123623013808379,0.8764705882352941,captum / deep_lift_shap
covertype,transformer,captum,gradient_shap,cpu,9,54,7.2284,0.0648874732369001,0.4327243525396507,1.1016102738640001,0.6823529411764706,captum / gradient_shap
covertype,transformer,captum,deep_lift_shap,cpu,9,54,2.6493,0.7641566668689727,0.8013892792611923,0.4390194539830176,0.85,captum / deep_lift_shap
covertype,cnn_1d,captum,gradient_shap,cpu,9,54,0.1491,0.0860579354686731,0.964545272033728,0.13471668199733677,0.9882352941176471,captum / gradient_shap
covertype,cnn_1d,captum,deep_lift_shap,cpu,9,54,0.0958,0.1673218495848422,0.9563541457538646,0.1847101283575741,0.9794117647058823,captum / deep_lift_shap
gisette,mlp,shapiq_proxy,proxy,cpu,0,100,1.2897,1.0897277550824845e-07,0.7778913891389138,0.9237713622402864,0.792,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,0,100,1.2646,5.0712593658031863e-08,0.7118235823582357,0.6970375466733216,0.744,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,0,100,0.9684,8.25023770248084e-08,0.9807836783678366,0.26208307433535777,0.955,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,0,100,492.3822,1.30776465919601e-07,0.7695205520552054,1.005626409504587,0.79,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,0,100,491.2209,4.4922812396762783e-08,0.7536597659765976,0.7273107181974965,0.771,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,0,100,477.1024,4.224877652030621e-08,0.9282304230423042,0.5061531023548298,0.912,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,0,100,4.1172,8.595710533957618e-07,0.7479015901590158,0.975529541029591,0.908,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,0,100,3.9029,9.141182250642488e-07,0.9519003900390036,0.10887029900528826,0.987,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,0,100,3.3809,9.256601651857666e-07,0.9596531653165317,0.10067982379889875,0.985,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,0,79,1.2899,2.6811335801812e-07,0.8687163383579708,0.6468738495418289,0.8233766233766234,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,0,79,1.2171,2.7718514911206233e-08,0.9060534691834604,0.25743462288827973,0.8389610389610389,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,0,79,1.03,6.494888717107733e-08,0.9841344448819106,0.14126678153570915,0.9571428571428572,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,0,79,387.4191,8.686813058511855e-07,0.7426347970762848,0.7999310486478295,0.7399219765929779,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,0,79,388.9196,8.006638057885581e-07,0.8215887921172268,0.6071070430481336,0.7932379713914174,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,0,79,349.8095,1.032008918011387e-06,0.826454327849093,0.6013054544297333,0.7854356306892067,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,0,79,4.0283,1.6520696828404703e-06,0.9260212433020453,0.7064084801685477,0.8855656697009102,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,0,79,3.9402,1.649034572194884e-06,0.9940816237633904,0.07795748073198779,0.9778933680104032,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,0,79,2.1691,1.6488936241988932e-06,0.9957077094723088,0.06965671752710965,0.9817945383615084,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,0,12,0.8805,1.571062986855644e-07,0.9916083916083916,0.10002233031375563,0.975,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,0,12,0.4666,9.022867008578372e-09,0.9916083916083916,0.09766751016843521,0.95,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,0,12,2.6331,1.1008832095498429e-07,0.9846153846153849,0.09595560153215864,0.9666666666666667,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,0,12,54.5126,2.549012148362752e-07,0.9020979020979022,0.24562329850770676,0.8166666666666667,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,0,12,56.4014,1.5884048959976792e-07,0.9076923076923078,0.24298006616769396,0.825,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,0,12,33.286,2.299569765962488e-07,0.906993006993007,0.24215547410875093,0.8333333333333334,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,0,12,0.9517,2.516235703012658e-07,0.9860139860139862,0.07994145954880556,0.9833333333333333,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,0,12,0.5915,1.8755474744106061e-07,0.9881118881118882,0.057009257940829894,1.0,shapiq / kernel
bike,cnn_1d,shapiq,permutation,cpu,0,12,3.499,2.4066406693356786e-07,0.990909090909091,0.05827020206884406,1.0,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,0,47,0.9296,1.791511011781687e-07,0.9055527900806488,0.700739518952214,0.925,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,0,47,0.6286,4.613318248434734e-08,0.8932568140385847,0.4460482680230525,0.925,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,0,47,1.1966,2.1900463900364445e-07,0.9558196893061552,0.3798371571613163,0.95625,shapiq / permutation
diabetes_130,transformer,shapiq_proxy,proxy,cpu,0,47,228.5606,3.803450902908251e-07,0.7609163759109017,0.8511339111041745,0.85,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,0,47,228.061,2.0686731344903977e-07,0.7544980174797669,0.7307977359632477,0.84375,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,0,47,218.9327,5.780636757913365e-06,0.7633320646817555,0.7278751664067239,0.853125,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,0,47,1.3932,8.494350597926807e-07,0.919929442756982,0.6018545880190129,0.9875,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,0,47,1.1485,7.201963966426403e-07,0.9594740540433138,0.22219299771418394,0.9875,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,0,47,1.7393,8.649720859803955e-07,0.9720833440924824,0.2016883734843881,0.99375,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,0,54,1.0266,3.67958002613587e-07,0.8626075779175743,0.318140659791669,0.8966480446927374,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,0,54,0.6964,2.203470635965186e-07,0.7556866238936829,0.40913516598029814,0.835195530726257,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,0,54,1.0418,2.22909936034048e-07,0.9413293285941,0.17817336653665214,0.9553072625698324,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,0,54,255.1253,2.2969984615505554e-07,0.3212739359648585,1.30288711017146,0.65,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,0,54,255.4207,4.5457768931221345e-09,0.26363766762438173,1.2886376582931045,0.6194444444444445,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,0,54,247.4265,1.443475767432155e-07,0.35232168529218066,1.2643734320086868,0.6694444444444444,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,0,54,1.6593,3.2068791949114547e-06,0.8426531963203783,0.49973558928670253,0.9361111111111111,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,0,54,1.3772,2.8937986351473888e-06,0.8892547157993891,0.28154286829033187,0.9583333333333334,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,0,54,1.5508,2.83786001065738e-06,0.9470872897210121,0.1942882314519783,0.9722222222222222,shapiq / permutation
gisette,mlp,shapiq_proxy,proxy,cpu,1,100,1.4016,1.662394648964322e-07,0.7507674767476746,0.9619294245156873,0.788,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,1,100,1.2919,4.41963440630291e-09,0.7275151515151514,0.6441391070528466,0.748,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,1,100,0.9916,1.4101392650369413e-08,0.9767704770477048,0.2789226406692368,0.944,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,1,100,504.2925,2.027749381836533e-07,0.7487344734473446,1.0230309592001392,0.812,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,1,100,504.617,3.954022581486113e-08,0.763974797479748,0.7183888726234863,0.788,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,1,100,490.2318,1.260398953520102e-07,0.9369876987698769,0.49762269464870895,0.958,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,1,100,3.8412,2.710823818224257e-06,0.8098421842184218,0.7840577681659427,0.875,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,1,100,3.9274,2.747160085411963e-06,0.9339753975397539,0.30667486800962984,0.937,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,1,100,3.5477,3.6729959504326e-06,0.9508106810681067,0.26090451140008986,0.941,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,1,79,1.2828,4.4540772438380875e-07,0.8694198985024537,0.6225370250235592,0.8052631578947368,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,1,79,1.2295,3.2658406885837333e-07,0.8790988098712262,0.31595703383197227,0.8157894736842105,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,1,79,1.0952,3.280138202310961e-07,0.9732390417156204,0.16255657322450545,0.9328947368421052,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,1,79,389.005,4.06479880763326e-07,0.6889846395575864,0.9334921249965769,0.7328947368421053,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,1,79,391.9866,3.483219055365831e-07,0.763270771179685,0.796315958537306,0.7842105263157895,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,1,79,343.2257,4.77070621706997e-07,0.7689757796091881,0.7818638733984743,0.7986842105263158,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,1,79,4.0595,1.1107404276866649e-06,0.9274246671966381,0.7400785524118332,0.9010554089709762,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,1,79,3.9351,1.1009039012345936e-06,0.9965310285733677,0.0621211668306695,0.996042216358839,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,1,79,2.2314,1.439564207624872e-06,0.9966849544975085,0.059201392911959236,0.9986807387862797,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,1,12,0.8641,2.681417314577028e-07,0.9860139860139862,0.12290988872126896,0.9916666666666667,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,1,12,0.4627,8.26495637366264e-08,0.9776223776223777,0.12210787908015439,0.975,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,1,12,2.5759,1.1017761819942417e-07,0.9881118881118882,0.10875183012306362,0.9916666666666667,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,1,12,55.0163,2.257830197899219e-07,0.9335664335664337,0.22230838591693022,0.8833333333333333,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,1,12,56.3093,1.1798887598180017e-07,0.9335664335664337,0.22051348591859504,0.8916666666666667,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,1,12,33.2049,2.550513284311498e-07,0.932867132867133,0.22325874502823245,0.8666666666666667,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,1,12,1.0185,5.904074935480708e-07,0.993006993006993,0.08453657066973887,0.9916666666666667,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,1,12,0.6193,6.082422938569829e-07,0.9937062937062938,0.059602112748112245,1.0,shapiq / kernel
bike,cnn_1d,shapiq,permutation,cpu,1,12,3.7397,6.081152188989427e-07,0.993006993006993,0.05917891483877803,1.0,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,1,47,0.8775,9.870470496723413e-08,0.8866140674487998,0.6420698856987336,0.9067524115755627,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,1,47,0.601,5.3156910487283247e-08,0.8823468563688595,0.4305621100411915,0.9292604501607717,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,1,47,1.1621,1.8043055185188769e-07,0.9293891454496446,0.3610553191724308,0.9292604501607717,shapiq / permutation
diabetes_130,transformer,shapiq_proxy,proxy,cpu,1,47,228.9651,1.989984471256754e-07,0.6908222020600683,0.7911788518493206,0.7813504823151125,shapiq / proxyShap
diabetes_130,transformer,shapiq,kernel,cpu,1,47,228.5496,1.8079382349630053e-08,0.6845687673457631,0.7917732385131714,0.7813504823151125,shapiq / kernel
diabetes_130,transformer,shapiq,permutation,cpu,1,47,219.4258,2.986522272392893e-07,0.7065528324866144,0.745685241235538,0.7877813504823151,shapiq / permutation
diabetes_130,cnn_1d,shapiq_proxy,proxy,cpu,1,47,1.4234,5.172296862030626e-07,0.9102035000916706,0.4949400101288609,0.9646302250803859,shapiq / proxyShap
diabetes_130,cnn_1d,shapiq,kernel,cpu,1,47,1.1931,3.745335402147457e-07,0.9240640767553423,0.23201924974409657,0.9646302250803859,shapiq / kernel
diabetes_130,cnn_1d,shapiq,permutation,cpu,1,47,1.7238,5.496430823158835e-07,0.9644035048734976,0.1880931974745931,0.9807073954983923,shapiq / permutation
covertype,mlp,shapiq_proxy,proxy,cpu,1,54,0.9966,2.002874274822987e-07,0.86509724743876,0.33903359959290136,0.889196675900277,shapiq / proxyShap
covertype,mlp,shapiq,kernel,cpu,1,54,0.6671,5.591905495042099e-08,0.846524343554341,0.28894478045634653,0.9002770083102493,shapiq / kernel
covertype,mlp,shapiq,permutation,cpu,1,54,1.0311,8.55913160435509e-08,0.9567064225875148,0.1791781484662316,0.9584487534626038,shapiq / permutation
covertype,transformer,shapiq_proxy,proxy,cpu,1,54,253.6682,1.9350549337539645e-07,0.4469237849346876,1.2363836872441338,0.667590027700831,shapiq / proxyShap
covertype,transformer,shapiq,kernel,cpu,1,54,253.4907,4.3901908458316513e-08,0.4341407300955392,1.238194418865985,0.6897506925207756,shapiq / kernel
covertype,transformer,shapiq,permutation,cpu,1,54,246.4447,2.1825325485741877e-07,0.5209685558224575,1.2128579097062375,0.7313019390581718,shapiq / permutation
covertype,cnn_1d,shapiq_proxy,proxy,cpu,1,54,1.5985,8.516185143023102e-07,0.7786208395599694,0.5048492937947521,0.9279778393351801,shapiq / proxyShap
covertype,cnn_1d,shapiq,kernel,cpu,1,54,1.3271,6.297264308077117e-07,0.7708171744795602,0.43463229178969803,0.8919667590027701,shapiq / kernel
covertype,cnn_1d,shapiq,permutation,cpu,1,54,1.4539,3.257904217762613e-06,0.9004752705524168,0.30918633194314027,0.9445983379501385,shapiq / permutation
gisette,mlp,shapiq_proxy,proxy,cpu,2,100,1.2628,2.1974437867403577e-07,0.7272967296729671,0.9699149316544505,0.766,shapiq / proxyShap
gisette,mlp,shapiq,kernel,cpu,2,100,1.3163,4.1398555737273795e-08,0.7210261026102609,0.6454432371212746,0.763,shapiq / kernel
gisette,mlp,shapiq,permutation,cpu,2,100,0.902,4.2441333724648855e-08,0.9806528652865285,0.25843129799509124,0.942,shapiq / permutation
gisette,transformer,shapiq_proxy,proxy,cpu,2,100,489.5583,2.6078088914760484e-07,0.7934197419741973,1.0476873899552788,0.799,shapiq / proxyShap
gisette,transformer,shapiq,kernel,cpu,2,100,484.4456,1.992910161575085e-07,0.7417089708970896,0.7421660986989457,0.772,shapiq / kernel
gisette,transformer,shapiq,permutation,cpu,2,100,470.2983,2.1742312963586178e-07,0.9473231323132312,0.4948798279385544,0.942,shapiq / permutation
gisette,cnn_1d,shapiq_proxy,proxy,cpu,2,100,5.132,9.110511106158348e-07,0.8186138613861387,1.0033419919409987,0.938,shapiq / proxyShap
gisette,cnn_1d,shapiq,kernel,cpu,2,100,5.0439,9.068965053625468e-07,0.9846168616861686,0.07246356851465183,0.991,shapiq / kernel
gisette,cnn_1d,shapiq,permutation,cpu,2,100,4.7321,8.465396704371981e-07,0.9865358535853584,0.06706609873174305,0.995,shapiq / permutation
ames_housing,mlp,shapiq_proxy,proxy,cpu,2,79,1.3315,3.137616792935468e-07,0.8625656941792682,0.5901251481191617,0.7942028985507247,shapiq / proxyShap
ames_housing,mlp,shapiq,kernel,cpu,2,79,1.2314,2.664361648219024e-07,0.84384557263341,0.3438908181610556,0.8217391304347826,shapiq / kernel
ames_housing,mlp,shapiq,permutation,cpu,2,79,1.0266,2.676514695696385e-07,0.9728012919064357,0.14462312058335872,0.9391304347826087,shapiq / permutation
ames_housing,transformer,shapiq_proxy,proxy,cpu,2,79,394.2715,3.953460474084779e-07,0.5937072656159131,1.0678276310457735,0.7088791848617176,shapiq / proxyShap
ames_housing,transformer,shapiq,kernel,cpu,2,79,396.485,2.3767845803994066e-07,0.6580068926862106,0.9472611613495088,0.75254730713246,shapiq / kernel
ames_housing,transformer,shapiq,permutation,cpu,2,79,362.1435,9.163927447682656e-07,0.6665842018463999,0.9383741097047625,0.759825327510917,shapiq / permutation
ames_housing,cnn_1d,shapiq_proxy,proxy,cpu,2,79,4.0595,2.129673577868777e-06,0.9258906752397031,0.6956765292721667,0.8998548621190131,shapiq / proxyShap
ames_housing,cnn_1d,shapiq,kernel,cpu,2,79,3.9702,2.0870834935105026e-06,0.9920632967186735,0.07841859523008582,0.9738751814223512,shapiq / kernel
ames_housing,cnn_1d,shapiq,permutation,cpu,2,79,2.2688,1.9679761381104185e-06,0.9950744749924663,0.06552161938338653,0.9825834542815675,shapiq / permutation
bike,mlp,shapiq_proxy,proxy,cpu,2,12,0.857,4.568343559692556e-07,0.988811188811189,0.09026912882707423,0.975,shapiq / proxyShap
bike,mlp,shapiq,kernel,cpu,2,12,0.4403,2.289152312582454e-07,0.9839160839160842,0.0937405328430324,0.9583333333333334,shapiq / kernel
bike,mlp,shapiq,permutation,cpu,2,12,2.4545,2.2939802202469514e-07,0.9902097902097904,0.08848331942602626,0.9583333333333334,shapiq / permutation
bike,transformer,shapiq_proxy,proxy,cpu,2,12,54.6425,2.873543085369341e-07,0.9601398601398602,0.1500627064395104,0.925,shapiq / proxyShap
bike,transformer,shapiq,kernel,cpu,2,12,55.342,9.744026639875469e-08,0.9643356643356643,0.14414166077193222,0.925,shapiq / kernel
bike,transformer,shapiq,permutation,cpu,2,12,33.2619,2.3136524085661282e-07,0.962937062937063,0.14475667543684967,0.925,shapiq / permutation
bike,cnn_1d,shapiq_proxy,proxy,cpu,2,12,0.9606,9.02631119644284e-07,0.983916083916084,0.06903556129079619,0.9916666666666667,shapiq / proxyShap
bike,cnn_1d,shapiq,kernel,cpu,2,12,0.5924,7.691121556267654e-07,0.9825174825174827,0.06292173191262286,0.9916666666666667,shapiq / kernel
bike,cnn_1d,shapiq,permutation,cpu,2,12,3.4812,7.50344717498037e-07,0.9825174825174827,0.0632986429677788,0.9916666666666667,shapiq / permutation
diabetes_130,mlp,shapiq_proxy,proxy,cpu,2,47,0.874,4.016116438690735e-07,0.882836331906422,0.6676758652132349,0.9093655589123867,shapiq / proxyShap
diabetes_130,mlp,shapiq,kernel,cpu,2,47,0.6398,1.456756245699239e-07,0.8519937458810667,0.43258836684580815,0.8912386706948641,shapiq / kernel
diabetes_130,mlp,shapiq,permutation,cpu,2,47,1.1796,2.092072302935589e-07,0.9338282043925752,0.3673558903948571,0.9425981873111783,shapiq / permutation
